date,index,value
2010-08-25,telecom,951.0
2010-08-25,utilities,4254.63
2010-08-25,realestate,1983.11
2010-08-25,aud_usd,0.8852
2010-08-25,twi,68.4
2010-08-26,world,32.0107
2010-08-26,pacific,26.2334
2010-08-26,asx200,4356.0
2010-08-26,axvi,25.151999999999997
2010-08-26,discretionary,1467.83
2010-08-26,staples,7775.84
2010-08-26,energy,14674.6
2010-08-26,financials,4808.81
2010-08-26,healthcare,7938.32
2010-08-26,industrials,3435.38
2010-08-26,infotech,561.57
2010-08-26,materials,11596.21
2010-08-26,telecom,951.65
2010-08-26,utilities,4195.91
2010-08-26,realestate,1994.3
2010-08-26,aud_usd,0.8861
2010-08-26,twi,68.7
2010-08-27,world,32.6573
2010-08-27,pacific,26.8795
2010-08-27,asx200,4370.1001
2010-08-27,axvi,24.619
2010-08-27,discretionary,1473.81
2010-08-27,staples,7859.62
2010-08-27,energy,14680.47
2010-08-27,financials,4825.2
2010-08-27,healthcare,8009.61
2010-08-27,industrials,3434.0
2010-08-27,infotech,577.62
2010-08-27,materials,11604.21
2010-08-27,telecom,950.62
2010-08-27,utilities,4214.67
2010-08-27,realestate,2002.33
2010-08-27,aud_usd,0.8985
2010-08-27,twi,68.6
2010-08-30,world,32.1417
2010-08-30,pacific,26.7299
2010-08-30,asx200,4452.7002
2010-08-30,axvi,23.42
2010-08-30,discretionary,1492.96
2010-08-30,staples,7945.55
2010-08-30,energy,14910.83
2010-08-30,financials,4936.71
2010-08-30,healthcare,8141.98
2010-08-30,industrials,3497.86
2010-08-30,infotech,587.53
2010-08-30,materials,11849.6
2010-08-30,telecom,955.91
2010-08-30,utilities,4283.23
2010-08-30,realestate,2040.01
2010-08-30,aud_usd,0.8912
2010-08-30,twi,69.5
2010-08-31,world,32.2072
2010-08-31,pacific,26.7639
2010-08-31,asx200,4404.2002
2010-08-31,axvi,24.546
2010-08-31,discretionary,1483.76
2010-08-31,staples,7917.89
2010-08-31,energy,14675.67
2010-08-31,financials,4865.87
2010-08-31,healthcare,8191.86
2010-08-31,industrials,3477.3
2010-08-31,infotech,579.98
2010-08-31,materials,11698.25
2010-08-31,telecom,946.92
2010-08-31,utilities,4224.17
2010-08-31,realestate,2021.73
2010-08-31,aud_usd,0.8925
2010-08-31,twi,69.0
2010-09-01,world,33.1975
2010-09-01,pacific,27.961
2010-09-01,asx200,4495.7002
2010-09-01,axvi,22.826
2010-09-01,discretionary,1510.61
2010-09-01,staples,8050.15
2010-09-01,energy,14911.75
2010-09-01,financials,4978.6
2010-09-01,healthcare,8242.14
2010-09-01,industrials,3550.85
2010-09-01,infotech,586.06
2010-09-01,materials,11996.37
2010-09-01,telecom,960.77
2010-09-01,utilities,4285.32
2010-09-01,realestate,2055.91
2010-09-01,aud_usd,0.9105
2010-09-01,twi,69.6
2010-09-01,prime,7.47
2010-09-02,world,33.5822
2010-09-02,pacific,28.0834
2010-09-02,asx200,4532.7002
2010-09-02,axvi,21.976999999999997
2010-09-02,discretionary,1527.64
2010-09-02,staples,8117.41
2010-09-02,energy,14970.92
2010-09-02,financials,5031.59
2010-09-02,healthcare,8288.03
2010-09-02,industrials,3556.83
2010-09-02,infotech,592.9
2010-09-02,materials,12079.97
2010-09-02,telecom,967.29
2010-09-02,utilities,4313.0
2010-09-02,realestate,2082.45
2010-09-02,aud_usd,0.9106
2010-09-02,twi,69.9
2010-09-03,world,33.8769
2010-09-03,pacific,28.2398
2010-09-03,asx200,4541.2002
2010-09-03,axvi,21.336
2010-09-03,discretionary,1524.49
2010-09-03,staples,8140.43
2010-09-03,energy,14983.79
2010-09-03,financials,5011.13
2010-09-03,healthcare,8314.95
2010-09-03,industrials,3612.35
2010-09-03,infotech,591.1
2010-09-03,materials,12145.78
2010-09-03,telecom,970.73
2010-09-03,utilities,4383.28
2010-09-03,realestate,2086.76
2010-09-03,aud_usd,0.9165
2010-09-03,twi,69.9
2010-09-06,asx200,4575.5
2010-09-06,axvi,20.121
2010-09-06,discretionary,1531.27
2010-09-06,staples,8216.89
2010-09-06,energy,15008.23
2010-09-06,financials,5047.86
2010-09-06,healthcare,8388.61
2010-09-06,industrials,3634.64
2010-09-06,infotech,590.25
2010-09-06,materials,12247.3
2010-09-06,telecom,985.26
2010-09-06,utilities,4415.73
2010-09-06,realestate,2103.04
2010-09-06,aud_usd,0.9167
2010-09-06,twi,70.5
2010-09-07,world,33.4431
2010-09-07,pacific,28.0834
2010-09-07,asx200,4573.2002
2010-09-07,axvi,20.157
2010-09-07,discretionary,1528.99
2010-09-07,staples,8188.83
2010-09-07,energy,15024.11
2010-09-07,financials,5079.46
2010-09-07,healthcare,8331.66
2010-09-07,industrials,3625.18
2010-09-07,infotech,580.12
2010-09-07,materials,12204.76
2010-09-07,telecom,983.75
2010-09-07,utilities,4435.27
2010-09-07,realestate,2076.13
2010-09-07,aud_usd,0.9106
2010-09-07,twi,70.3
2010-09-08,world,33.705
2010-09-08,pacific,28.301
2010-09-08,asx200,4537.2002
2010-09-08,axvi,20.95
2010-09-08,discretionary,1513.05
2010-09-08,staples,8223.8
2010-09-08,energy,14860.92
2010-09-08,financials,5016.15
2010-09-08,healthcare,8265.31
2010-09-08,industrials,3597.8
2010-09-08,infotech,579.85
2010-09-08,materials,12117.31
2010-09-08,telecom,988.96
2010-09-08,utilities,4395.76
2010-09-08,realestate,2059.97
2010-09-08,aud_usd,0.9183
2010-09-08,twi,70.3
2010-09-09,world,33.9342
2010-09-09,pacific,28.6479
2010-09-09,asx200,4582.2002
2010-09-09,axvi,19.839000000000002
2010-09-09,discretionary,1534.94
2010-09-09,staples,8280.59
2010-09-09,energy,14797.67
2010-09-09,financials,5095.17
2010-09-09,healthcare,8298.64
2010-09-09,industrials,3641.74
2010-09-09,infotech,585.32
2010-09-09,materials,12251.65
2010-09-09,telecom,975.36
2010-09-09,utilities,4440.1
2010-09-09,realestate,2073.71
2010-09-09,aud_usd,0.9229
2010-09-09,twi,70.8
2010-09-10,world,34.0078
2010-09-10,pacific,28.6751
2010-09-10,asx200,4560.2998
2010-09-10,axvi,19.444000000000003
2010-09-10,discretionary,1532.29
2010-09-10,staples,8231.23
2010-09-10,energy,14642.41
2010-09-10,financials,5086.48
2010-09-10,healthcare,8184.64
2010-09-10,industrials,3643.05
2010-09-10,infotech,580.08
2010-09-10,materials,12166.67
2010-09-10,telecom,966.29
2010-09-10,utilities,4417.59
2010-09-10,realestate,2070.27
2010-09-10,aud_usd,0.9263
2010-09-10,twi,70.9
2010-09-13,world,34.589
2010-09-13,pacific,29.2736
2010-09-13,asx200,4614.8999
2010-09-13,axvi,19.207
2010-09-13,discretionary,1548.16
2010-09-13,staples,8236.34
2010-09-13,energy,14839.6
2010-09-13,financials,5174.1
2010-09-13,healthcare,8171.79
2010-09-13,industrials,3680.41
2010-09-13,infotech,602.09
2010-09-13,materials,12352.78
2010-09-13,telecom,964.74
2010-09-13,utilities,4441.71
2010-09-13,realestate,2076.44
2010-09-13,aud_usd,0.9347
2010-09-13,twi,71.3
2010-09-14,world,34.7035
2010-09-14,pacific,29.4029
2010-09-14,asx200,4626.5
2010-09-14,axvi,18.082
2010-09-14,discretionary,1557.19
2010-09-14,staples,8205.32
2010-09-14,energy,14951.09
2010-09-14,financials,5182.26
2010-09-14,healthcare,8134.82
2010-09-14,industrials,3677.89
2010-09-14,infotech,591.23
2010-09-14,materials,12476.18
2010-09-14,telecom,958.57
2010-09-14,utilities,4419.01
2010-09-14,realestate,2064.68
2010-09-14,aud_usd,0.9391
2010-09-14,twi,71.4
2010-09-15,world,34.7772
2010-09-15,pacific,29.4641
2010-09-15,asx200,4661.5
2010-09-15,axvi,17.316
2010-09-15,discretionary,1569.09
2010-09-15,staples,8206.59
2010-09-15,energy,15012.44
2010-09-15,financials,5238.62
2010-09-15,healthcare,8154.91
2010-09-15,industrials,3700.83
2010-09-15,infotech,602.41
2010-09-15,materials,12594.96
2010-09-15,telecom,958.34
2010-09-15,utilities,4448.43
2010-09-15,realestate,2073.35
2010-09-15,aud_usd,0.9375
2010-09-15,twi,71.8
2010-09-16,world,34.7035
2010-09-16,pacific,29.26
2010-09-16,asx200,4605.2998
2010-09-16,axvi,19.377
2010-09-16,discretionary,1566.18
2010-09-16,staples,8197.9
2010-09-16,energy,14925.56
2010-09-16,financials,5153.12
2010-09-16,healthcare,8094.08
2010-09-16,industrials,3680.62
2010-09-16,infotech,593.84
2010-09-16,materials,12400.51
2010-09-16,telecom,951.78
2010-09-16,utilities,4448.03
2010-09-16,realestate,2032.4
2010-09-16,aud_usd,0.9358
2010-09-16,twi,71.6
2010-09-17,world,34.5644
2010-09-17,pacific,29.2396
2010-09-17,asx200,4638.8999
2010-09-17,axvi,18.93
2010-09-17,discretionary,1568.73
2010-09-17,staples,8230.54
2010-09-17,energy,15156.61
2010-09-17,financials,5185.65
2010-09-17,healthcare,8112.48
2010-09-17,industrials,3723.53
2010-09-17,infotech,602.96
2010-09-17,materials,12517.63
2010-09-17,telecom,948.9
2010-09-17,utilities,4454.05
2010-09-17,realestate,2046.95
2010-09-17,aud_usd,0.9359
2010-09-17,twi,72.3
2010-09-20,world,35.1701
2010-09-20,pacific,29.8178
2010-09-20,asx200,4631.2998
2010-09-20,axvi,18.985
2010-09-20,discretionary,1565.63
2010-09-20,staples,8210.85
2010-09-20,energy,15114.97
2010-09-20,financials,5180.58
2010-09-20,healthcare,8087.85
2010-09-20,industrials,3718.34
2010-09-20,infotech,597.41
2010-09-20,materials,12474.38
2010-09-20,telecom,954.21
2010-09-20,utilities,4475.05
2010-09-20,realestate,2049.26
2010-09-20,aud_usd,0.9454
2010-09-20,twi,72.3
2010-09-21,world,35.0391
2010-09-21,pacific,29.7429
2010-09-21,asx200,4617.5
2010-09-21,axvi,19.077
2010-09-21,discretionary,1568.25
2010-09-21,staples,8175.42
2010-09-21,energy,15081.34
2010-09-21,financials,5163.68
2010-09-21,healthcare,8049.08
2010-09-21,industrials,3723.71
2010-09-21,infotech,599.39
2010-09-21,materials,12425.01
2010-09-21,telecom,937.22
2010-09-21,utilities,4470.97
2010-09-21,realestate,2055.69
2010-09-21,aud_usd,0.9535
2010-09-21,twi,72.3
2010-09-22,world,34.9491
2010-09-22,pacific,29.7838
2010-09-22,asx200,4625.2002
2010-09-22,axvi,18.921
2010-09-22,discretionary,1569.46
2010-09-22,staples,8252.15
2010-09-22,energy,15166.37
2010-09-22,financials,5181.1
2010-09-22,healthcare,8161.61
2010-09-22,industrials,3715.96
2010-09-22,infotech,597.13
2010-09-22,materials,12428.22
2010-09-22,telecom,918.45
2010-09-22,utilities,4475.69
2010-09-22,realestate,2043.82
2010-09-22,aud_usd,0.9552
2010-09-22,twi,72.7
2010-09-23,world,34.6462
2010-09-23,pacific,29.5661
2010-09-23,asx200,4633.6001
2010-09-23,axvi,18.312
2010-09-23,discretionary,1554.07
2010-09-23,staples,8272.13
2010-09-23,energy,15147.52
2010-09-23,financials,5186.73
2010-09-23,healthcare,8301.19
2010-09-23,industrials,3699.51
2010-09-23,infotech,602.42
2010-09-23,materials,12511.47
2010-09-23,telecom,923.58
2010-09-23,utilities,4461.47
2010-09-23,realestate,2030.18
2010-09-23,aud_usd,0.949
2010-09-23,twi,72.7
2010-09-24,world,35.4565
2010-09-24,pacific,30.2531
2010-09-24,asx200,4601.8999
2010-09-24,axvi,18.865
2010-09-24,discretionary,1545.12
2010-09-24,staples,8249.68
2010-09-24,energy,15093.58
2010-09-24,financials,5132.3
2010-09-24,healthcare,8335.06
2010-09-24,industrials,3681.61
2010-09-24,infotech,598.99
2010-09-24,materials,12421.73
2010-09-24,telecom,919.77
2010-09-24,utilities,4415.16
2010-09-24,realestate,2018.67
2010-09-24,aud_usd,0.959
2010-09-24,twi,72.3
2010-09-27,world,35.3338
2010-09-27,pacific,30.3143
2010-09-27,asx200,4675.3999
2010-09-27,axvi,17.364
2010-09-27,discretionary,1563.83
2010-09-27,staples,8415.09
2010-09-27,energy,15306.98
2010-09-27,financials,5242.23
2010-09-27,healthcare,8362.01
2010-09-27,industrials,3740.33
2010-09-27,infotech,608.85
2010-09-27,materials,12604.91
2010-09-27,telecom,918.22
2010-09-27,utilities,4496.93
2010-09-27,realestate,2032.96
2010-09-27,aud_usd,0.9604
2010-09-27,twi,72.6
2010-09-28,world,35.4074
2010-09-28,pacific,30.5659
2010-09-28,asx200,4669.7998
2010-09-28,axvi,17.794
2010-09-28,discretionary,1559.11
2010-09-28,staples,8395.39
2010-09-28,energy,15243.37
2010-09-28,financials,5248.67
2010-09-28,healthcare,8322.48
2010-09-28,industrials,3743.08
2010-09-28,infotech,613.43
2010-09-28,materials,12541.57
2010-09-28,telecom,930.45
2010-09-28,utilities,4480.91
2010-09-28,realestate,2035.49
2010-09-28,aud_usd,0.9673
2010-09-28,twi,72.6
2010-09-29,world,35.4402
2010-09-29,pacific,30.3891
2010-09-29,asx200,4645.0
2010-09-29,axvi,18.378
2010-09-29,discretionary,1554.06
2010-09-29,staples,8262.76
2010-09-29,energy,15152.37
2010-09-29,financials,5200.75
2010-09-29,healthcare,8287.15
2010-09-29,industrials,3746.12
2010-09-29,infotech,605.5
2010-09-29,materials,12557.14
2010-09-29,telecom,924.88
2010-09-29,utilities,4491.37
2010-09-29,realestate,2026.86
2010-09-29,aud_usd,0.9682
2010-09-29,twi,73.0
2010-09-30,world,35.3665
2010-09-30,pacific,30.1306
2010-09-30,asx200,4582.8999
2010-09-30,axvi,19.71
2010-09-30,discretionary,1537.7
2010-09-30,staples,8127.95
2010-09-30,energy,14989.33
2010-09-30,financials,5104.98
2010-09-30,healthcare,8246.2
2010-09-30,industrials,3710.53
2010-09-30,infotech,596.66
2010-09-30,materials,12429.77
2010-09-30,telecom,904.78
2010-09-30,utilities,4473.62
2010-09-30,realestate,2012.42
2010-09-30,aud_usd,0.9655
2010-09-30,twi,72.9
2010-10-01,world,35.6857
2010-10-01,pacific,30.4231
2010-10-01,asx200,4579.2002
2010-10-01,axvi,19.644000000000002
2010-10-01,discretionary,1531.14
2010-10-01,staples,8143.28
2010-10-01,energy,15081.84
2010-10-01,financials,5059.57
2010-10-01,healthcare,8201.99
2010-10-01,industrials,3700.41
2010-10-01,infotech,598.99
2010-10-01,materials,12522.88
2010-10-01,telecom,910.96
2010-10-01,utilities,4448.03
2010-10-01,realestate,2010.71
2010-10-01,aud_usd,0.9719
2010-10-01,twi,72.7
2010-10-01,prime,7.44
2010-10-04,world,35.3256
2010-10-04,pacific,30.3551
2010-10-04,asx200,4625.2998
2010-10-04,axvi,19.076
2010-10-04,discretionary,1539.64
2010-10-04,staples,8216.33
2010-10-04,energy,15214.7
2010-10-04,financials,5126.54
2010-10-04,healthcare,8233.58
2010-10-04,industrials,3718.35
2010-10-04,infotech,608.87
2010-10-04,materials,12663.87
2010-10-04,telecom,909.83
2010-10-04,utilities,4478.38
2010-10-04,realestate,2025.99
2010-10-04,aud_usd,0.9672
2010-10-05,world,36.1686
2010-10-05,pacific,30.8584
2010-10-05,asx200,4606.8999
2010-10-05,axvi,19.22
2010-10-05,discretionary,1537.81
2010-10-05,staples,8273.77
2010-10-05,energy,15079.79
2010-10-05,financials,5097.96
2010-10-05,healthcare,8260.04
2010-10-05,industrials,3715.11
2010-10-05,infotech,600.4
2010-10-05,materials,12546.59
2010-10-05,telecom,905.68
2010-10-05,utilities,4503.06
2010-10-05,realestate,2038.46
2010-10-05,aud_usd,0.971
2010-10-05,twi,72.2
2010-10-06,world,36.3323
2010-10-06,pacific,31.0556
2010-10-06,asx200,4686.7998
2010-10-06,axvi,18.822
2010-10-06,discretionary,1566.55
2010-10-06,staples,8345.68
2010-10-06,energy,15239.2
2010-10-06,financials,5180.16
2010-10-06,healthcare,8330.27
2010-10-06,industrials,3782.38
2010-10-06,infotech,609.04
2010-10-06,materials,12924.61
2010-10-06,telecom,911.58
2010-10-06,utilities,4510.08
2010-10-06,realestate,2045.59
2010-10-06,aud_usd,0.9767
2010-10-06,twi,72.7
2010-10-07,world,36.1522
2010-10-07,pacific,30.872
2010-10-07,asx200,4691.2998
2010-10-07,axvi,19.185
2010-10-07,discretionary,1565.03
2010-10-07,staples,8351.91
2010-10-07,energy,15279.58
2010-10-07,financials,5166.04
2010-10-07,healthcare,8271.13
2010-10-07,industrials,3788.89
2010-10-07,infotech,607.87
2010-10-07,materials,13025.9
2010-10-07,telecom,910.52
2010-10-07,utilities,4549.52
2010-10-07,realestate,2034.35
2010-10-07,aud_usd,0.9815
2010-10-07,twi,73.5
2010-10-08,world,36.4469
2010-10-08,pacific,31.3753
2010-10-08,asx200,4681.3999
2010-10-08,axvi,19.009
2010-10-08,discretionary,1553.46
2010-10-08,staples,8331.72
2010-10-08,energy,15261.68
2010-10-08,financials,5141.76
2010-10-08,healthcare,8211.28
2010-10-08,industrials,3794.69
2010-10-08,infotech,601.61
2010-10-08,materials,13029.05
2010-10-08,telecom,916.42
2010-10-08,utilities,4519.71
2010-10-08,realestate,2035.07
2010-10-08,aud_usd,0.9845
2010-10-08,twi,73.4
2010-10-11,world,36.4715
2010-10-11,pacific,31.3005
2010-10-11,asx200,4697.5
2010-10-11,axvi,19.009
2010-10-11,discretionary,1556.06
2010-10-11,staples,8251.83
2010-10-11,energy,15401.68
2010-10-11,financials,5145.1
2010-10-11,healthcare,8168.91
2010-10-11,industrials,3799.67
2010-10-11,infotech,611.21
2010-10-11,materials,13187.91
2010-10-11,telecom,922.1
2010-10-11,utilities,4519.17
2010-10-11,realestate,2032.21
2010-10-11,aud_usd,0.9835
2010-10-11,twi,73.5
2010-10-12,world,36.4305
2010-10-12,pacific,31.1848
2010-10-12,asx200,4618.2002
2010-10-12,axvi,21.226999999999997
2010-10-12,discretionary,1540.83
2010-10-12,staples,8141.92
2010-10-12,energy,15162.92
2010-10-12,financials,5060.06
2010-10-12,healthcare,8046.66
2010-10-12,industrials,3730.66
2010-10-12,infotech,602.26
2010-10-12,materials,12902.08
2010-10-12,telecom,912.01
2010-10-12,utilities,4441.12
2010-10-12,realestate,2006.99
2010-10-12,aud_usd,0.9858
2010-10-12,twi,73.1
2010-10-13,world,36.8807
2010-10-13,pacific,31.4229
2010-10-13,asx200,4619.8999
2010-10-13,axvi,20.504
2010-10-13,discretionary,1545.65
2010-10-13,staples,8140.29
2010-10-13,energy,15161.38
2010-10-13,financials,5035.58
2010-10-13,healthcare,8077.52
2010-10-13,industrials,3740.75
2010-10-13,infotech,594.09
2010-10-13,materials,12980.53
2010-10-13,telecom,912.41
2010-10-13,utilities,4402.49
2010-10-13,realestate,2009.52
2010-10-13,aud_usd,0.9898
2010-10-13,twi,73.5
2010-10-14,world,36.938
2010-10-14,pacific,31.5861
2010-10-14,asx200,4699.1001
2010-10-14,axvi,19.604
2010-10-14,discretionary,1557.44
2010-10-14,staples,8175.1
2010-10-14,energy,15446.35
2010-10-14,financials,5125.99
2010-10-14,healthcare,8041.04
2010-10-14,industrials,3810.23
2010-10-14,infotech,601.68
2010-10-14,materials,13320.64
2010-10-14,telecom,923.02
2010-10-14,utilities,4461.62
2010-10-14,realestate,2030.92
2010-10-14,aud_usd,0.9932
2010-10-14,twi,73.8
2010-10-15,world,36.8316
2010-10-15,pacific,31.5317
2010-10-15,asx200,4689.0
2010-10-15,axvi,19.139
2010-10-15,discretionary,1548.49
2010-10-15,staples,8145.42
2010-10-15,energy,15469.54
2010-10-15,financials,5108.73
2010-10-15,healthcare,8054.41
2010-10-15,industrials,3790.66
2010-10-15,infotech,596.73
2010-10-15,materials,13297.19
2010-10-15,telecom,922.75
2010-10-15,utilities,4435.21
2010-10-15,realestate,2040.78
2010-10-15,aud_usd,0.9899
2010-10-15,twi,73.6
2010-10-18,world,36.9298
2010-10-18,pacific,31.7494
2010-10-18,asx200,4651.8999
2010-10-18,axvi,20.616
2010-10-18,discretionary,1536.35
2010-10-18,staples,8108.98
2010-10-18,energy,15334.61
2010-10-18,financials,5076.67
2010-10-18,healthcare,8012.52
2010-10-18,industrials,3761.83
2010-10-18,infotech,603.75
2010-10-18,materials,13117.44
2010-10-18,telecom,925.76
2010-10-18,utilities,4417.22
2010-10-18,realestate,2027.22
2010-10-18,aud_usd,0.9899
2010-10-18,twi,73.3
2010-10-19,world,36.1768
2010-10-19,pacific,30.6339
2010-10-19,asx200,4655.7002
2010-10-19,axvi,19.907
2010-10-19,discretionary,1533.51
2010-10-19,staples,8154.7
2010-10-19,energy,15403.75
2010-10-19,financials,5080.31
2010-10-19,healthcare,8020.38
2010-10-19,industrials,3768.79
2010-10-19,infotech,601.49
2010-10-19,materials,13114.87
2010-10-19,telecom,913.74
2010-10-19,utilities,4483.63
2010-10-19,realestate,2025.82
2010-10-19,aud_usd,0.9712
2010-10-19,twi,73.5
2010-10-20,world,36.7006
2010-10-20,pacific,31.2325
2010-10-20,asx200,4624.8999
2010-10-20,axvi,20.451
2010-10-20,discretionary,1538.57
2010-10-20,staples,8150.66
2010-10-20,energy,15224.63
2010-10-20,financials,5044.98
2010-10-20,healthcare,8083.04
2010-10-20,industrials,3737.86
2010-10-20,infotech,601.38
2010-10-20,materials,12973.55
2010-10-20,telecom,906.73
2010-10-20,utilities,4533.92
2010-10-20,realestate,2012.19
2010-10-20,aud_usd,0.9862
2010-10-20,twi,72.9
2010-10-21,world,36.6679
2010-10-21,pacific,30.9196
2010-10-21,asx200,4622.8999
2010-10-21,axvi,20.596999999999998
2010-10-21,discretionary,1549.43
2010-10-21,staples,8214.85
2010-10-21,energy,15135.2
2010-10-21,financials,4994.06
2010-10-21,healthcare,8120.24
2010-10-21,industrials,3775.71
2010-10-21,infotech,601.4
2010-10-21,materials,13048.44
2010-10-21,telecom,909.61
2010-10-21,utilities,4483.26
2010-10-21,realestate,2009.38
2010-10-21,aud_usd,0.9788
2010-10-21,twi,73.2
2010-10-22,world,36.7579
2010-10-22,pacific,31.0896
2010-10-22,asx200,4648.2002
2010-10-22,axvi,19.462
2010-10-22,discretionary,1554.61
2010-10-22,staples,8243.18
2010-10-22,energy,15251.95
2010-10-22,financials,5027.28
2010-10-22,healthcare,8198.11
2010-10-22,industrials,3804.78
2010-10-22,infotech,607.7
2010-10-22,materials,13112.84
2010-10-22,telecom,908.4
2010-10-22,utilities,4517.46
2010-10-22,realestate,2014.21
2010-10-22,aud_usd,0.9825
2010-10-22,twi,73.3
2010-10-25,world,36.8807
2010-10-25,pacific,31.6133
2010-10-25,asx200,4710.0
2010-10-25,axvi,19.51
2010-10-25,discretionary,1570.45
2010-10-25,staples,8291.2
2010-10-25,energy,15508.83
2010-10-25,financials,5131.09
2010-10-25,healthcare,8216.55
2010-10-25,industrials,3849.57
2010-10-25,infotech,627.64
2010-10-25,materials,13248.81
2010-10-25,telecom,912.52
2010-10-25,utilities,4614.32
2010-10-25,realestate,2025.44
2010-10-25,aud_usd,0.9898
2010-10-25,twi,73.8
2010-10-26,world,36.7497
2010-10-26,pacific,31.3345
2010-10-26,asx200,4687.7998
2010-10-26,axvi,19.914
2010-10-26,discretionary,1558.85
2010-10-26,staples,8250.81
2010-10-26,energy,15413.73
2010-10-26,financials,5085.69
2010-10-26,healthcare,8224.06
2010-10-26,industrials,3835.28
2010-10-26,infotech,620.07
2010-10-26,materials,13248.8
2010-10-26,telecom,917.31
2010-10-26,utilities,4612.34
2010-10-26,realestate,2004.22
2010-10-26,aud_usd,0.9858
2010-10-26,twi,73.7
2010-10-27,world,36.5042
2010-10-27,pacific,30.7768
2010-10-27,asx200,4648.1001
2010-10-27,axvi,20.634
2010-10-27,discretionary,1553.91
2010-10-27,staples,8116.84
2010-10-27,energy,15259.19
2010-10-27,financials,5094.24
2010-10-27,healthcare,8191.53
2010-10-27,industrials,3762.5
2010-10-27,infotech,609.37
2010-10-27,materials,13035.73
2010-10-27,telecom,923.05
2010-10-27,utilities,4526.82
2010-10-27,realestate,1979.01
2010-10-27,aud_usd,0.9725
2010-10-27,twi,72.8
2010-10-28,world,36.6924
2010-10-28,pacific,30.9332
2010-10-28,asx200,4684.8999
2010-10-28,axvi,20.047
2010-10-28,discretionary,1563.11
2010-10-28,staples,8168.62
2010-10-28,energy,15352.94
2010-10-28,financials,5126.66
2010-10-28,healthcare,8223.04
2010-10-28,industrials,3776.55
2010-10-28,infotech,616.99
2010-10-28,materials,13153.06
2010-10-28,telecom,932.75
2010-10-28,utilities,4560.05
2010-10-28,realestate,2018.88
2010-10-28,aud_usd,0.9783
2010-10-28,twi,72.9
2010-10-29,world,36.6924
2010-10-29,pacific,31.0012
2010-10-29,asx200,4661.6001
2010-10-29,axvi,20.315
2010-10-29,discretionary,1557.54
2010-10-29,staples,8091.03
2010-10-29,energy,15213.33
2010-10-29,financials,5109.32
2010-10-29,healthcare,8179.34
2010-10-29,industrials,3752.13
2010-10-29,infotech,617.17
2010-10-29,materials,13127.95
2010-10-29,telecom,921.09
2010-10-29,utilities,4521.17
2010-10-29,realestate,1998.57
2010-10-29,aud_usd,0.9835
2010-10-29,twi,72.7
2010-11-01,world,36.7415
2010-11-01,pacific,31.3277
2010-11-01,asx200,4698.5
2010-11-01,axvi,20.659000000000002
2010-11-01,discretionary,1566.52
2010-11-01,staples,8074.47
2010-11-01,energy,15330.64
2010-11-01,financials,5163.62
2010-11-01,healthcare,8199.83
2010-11-01,industrials,3767.56
2010-11-01,infotech,632.65
2010-11-01,materials,13253.12
2010-11-01,telecom,925.09
2010-11-01,utilities,4552.37
2010-11-01,realestate,2020.2
2010-11-01,aud_usd,0.9872
2010-11-01,twi,73.4
2010-11-01,prime,7.34
2010-11-02,world,37.0935
2010-11-02,pacific,31.865
2010-11-02,asx200,4701.3999
2010-11-02,axvi,20.289
2010-11-02,discretionary,1568.12
2010-11-02,staples,8064.82
2010-11-02,energy,15344.11
2010-11-02,financials,5195.19
2010-11-02,healthcare,8165.23
2010-11-02,industrials,3744.25
2010-11-02,infotech,634.65
2010-11-02,materials,13223.14
2010-11-02,telecom,921.21
2010-11-02,utilities,4531.51
2010-11-02,realestate,2018.36
2010-11-02,aud_usd,0.9988
2010-11-02,twi,74.1
2010-11-03,world,37.2981
2010-11-03,pacific,32.2799
2010-11-03,asx200,4722.6001
2010-11-03,axvi,20.519000000000002
2010-11-03,discretionary,1572.05
2010-11-03,staples,8074.84
2010-11-03,energy,15438.73
2010-11-03,financials,5212.5
2010-11-03,healthcare,8257.46
2010-11-03,industrials,3760.3
2010-11-03,infotech,636.32
2010-11-03,materials,13330.14
2010-11-03,telecom,919.04
2010-11-03,utilities,4539.22
2010-11-03,realestate,2017.57
2010-11-03,aud_usd,1.006
2010-11-03,twi,73.9
2010-11-04,world,38.1412
2010-11-04,pacific,33.2253
2010-11-04,asx200,4745.2998
2010-11-04,axvi,18.338
2010-11-04,discretionary,1571.93
2010-11-04,staples,8168.97
2010-11-04,energy,15681.47
2010-11-04,financials,5167.63
2010-11-04,healthcare,8364.68
2010-11-04,industrials,3786.54
2010-11-04,infotech,637.8
2010-11-04,materials,13531.49
2010-11-04,telecom,927.93
2010-11-04,utilities,4609.47
2010-11-04,realestate,2017.09
2010-11-04,aud_usd,1.0148
2010-11-04,twi,74.4
2010-11-05,world,38.0675
2010-11-05,pacific,33.2661
2010-11-05,asx200,4800.6001
2010-11-05,axvi,18.297
2010-11-05,discretionary,1570.7
2010-11-05,staples,8235.1
2010-11-05,energy,16019.1
2010-11-05,financials,5161.7
2010-11-05,healthcare,8393.0
2010-11-05,industrials,3820.8
2010-11-05,infotech,636.5
2010-11-05,materials,13985.3
2010-11-05,telecom,926.9
2010-11-05,utilities,4603.5
2010-11-05,aud_usd,1.0153
2010-11-05,twi,74.9
2010-11-08,world,37.9202
2010-11-08,pacific,33.0757
2010-11-08,asx200,4778.3999
2010-11-08,axvi,18.597
2010-11-08,discretionary,1567.76
