"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 09, 2012","4,662.91","4,642.70","4,672.80","4,640.70","119.90M","0.47%"
"Oct 08, 2012","4,641.22","4,661.50","4,667.90","4,636.30","111.87M","-0.44%"
"Oct 05, 2012","4,661.52","4,632.50","4,664.30","4,621.90","112.06M","0.63%"
"Oct 04, 2012","4,632.52","4,585.50","4,640.60","4,585.50","183.62M","1.02%"
"Oct 03, 2012","4,585.55","4,570.10","4,599.10","4,570.10","168.20M","0.34%"
"Oct 02, 2012","4,570.07","4,532.30","4,576.10","4,532.30","163.46M","0.87%"
"Oct 01, 2012","4,530.68","4,519.60","4,546.20","4,513.10","-","0.25%"
"Sep 28, 2012","4,519.57","4,520.10","4,531.20","4,503.90","242.35M","-0.00%"
"Sep 27, 2012","4,519.76","4,495.50","4,523.10","4,477.40","176.10M","0.48%"
"Sep 26, 2012","4,498.18","4,500.10","4,505.90","4,489.50","137.46M","-0.17%"
"Sep 25, 2012","4,505.85","4,509.70","4,525.10","4,500.60","125.43M","-0.09%"
"Sep 24, 2012","4,509.69","4,519.30","4,519.30","4,504.80","169.64M","-0.21%"
"Sep 21, 2012","4,519.28","4,500.90","4,532.60","4,500.80","291.88M","0.40%"
"Sep 20, 2012","4,501.15","4,507.70","4,519.80","4,498.40","289.85M","-0.14%"
"Sep 19, 2012","4,507.28","4,498.60","4,516.30","4,487.00","291.55M","0.19%"
"Sep 18, 2012","4,498.59","4,511.70","4,513.60","4,493.80","167.30M","-0.29%"
"Sep 17, 2012","4,511.67","4,497.40","4,524.00","4,491.80","122.80M","0.39%"
"Sep 14, 2012","4,494.09","4,469.70","4,512.60","4,468.80","161.12M","0.74%"
"Sep 13, 2012","4,461.19","4,478.80","4,478.80","4,451.60","117.71M","-0.39%"
"Sep 12, 2012","4,478.84","4,424.40","4,484.90","4,420.30","145.25M","1.23%"
"Sep 11, 2012","4,424.39","4,434.30","4,434.30","4,413.00","136.91M","-0.23%"
"Sep 10, 2012","4,434.37","4,446.50","4,452.50","4,416.40","158.28M","-0.27%"
"Sep 07, 2012","4,446.52","4,458.50","4,497.90","4,439.20","174.70M","-0.27%"
"Sep 06, 2012","4,458.50","4,442.50","4,481.50","4,442.50","192.78M","0.36%"
"Sep 05, 2012","4,442.50","4,455.00","4,455.00","4,429.00","258.80M","-0.28%"
"Sep 04, 2012","4,454.97","4,501.30","4,501.30","4,441.00","200.62M","-1.03%"
"Sep 03, 2012","4,501.34","4,483.50","4,516.80","4,458.00","154.68M","0.30%"
"Aug 31, 2012","4,487.84","4,479.90","4,498.10","4,472.50","301.16M","0.18%"
"Aug 30, 2012","4,479.89","4,490.90","4,494.90","4,465.70","301.50M","-0.25%"
"Aug 29, 2012","4,490.93","4,486.60","4,496.10","4,477.30","166.10M","0.10%"
"Aug 28, 2012","4,486.62","4,466.70","4,494.10","4,464.90","153.10M","0.51%"
"Aug 27, 2012","4,463.79","4,479.20","4,502.90","4,461.50","140.30M","-0.32%"
"Aug 24, 2012","4,478.29","4,506.60","4,506.60","4,472.90","121.83M","-0.63%"
"Aug 23, 2012","4,506.56","4,511.50","4,535.50","4,498.50","165.78M","-0.11%"
"Aug 22, 2012","4,511.53","4,507.70","4,518.10","4,488.10","177.57M","0.09%"
"Aug 21, 2012","4,507.65","4,494.40","4,528.40","4,487.50","158.82M","0.30%"
"Aug 20, 2012","4,494.36","4,496.30","4,499.40","4,434.90","154.62M","-0.04%"
"Aug 17, 2012","4,496.34","4,458.10","4,498.80","4,455.40","189.26M","0.86%"
"Aug 16, 2012","4,458.06","4,399.60","4,458.10","4,399.60","229.24M","1.33%"
"Aug 15, 2012","4,399.60","4,405.20","4,438.20","4,383.50","187.03M","-0.13%"
"Aug 14, 2012","4,405.20","4,407.70","4,412.60","4,378.50","154.71M","-0.06%"
"Aug 13, 2012","4,407.66","4,426.30","4,458.80","4,407.70","168.22M","-0.42%"
"Aug 10, 2012","4,426.35","4,466.30","4,466.80","4,422.30","174.38M","-0.90%"
"Aug 09, 2012","4,466.33","4,490.00","4,502.50","4,465.00","179.04M","-0.53%"
"Aug 08, 2012","4,489.97","4,450.00","4,497.00","4,450.00","218.52M","0.90%"
"Aug 07, 2012","4,449.95","4,421.70","4,454.10","4,419.20","129.62M","0.64%"
"Aug 06, 2012","4,421.66","4,389.80","4,440.40","4,389.80","69.95M","0.72%"
"Aug 03, 2012","4,389.84","4,420.00","4,420.00","4,373.40","138.00M","-0.68%"
"Aug 02, 2012","4,420.02","4,419.10","4,434.20","4,400.10","148.80M","0.02%"
"Aug 01, 2012","4,419.12","4,424.00","4,425.50","4,407.70","157.06M","-0.11%"
"Jul 31, 2012","4,423.97","4,395.60","4,443.50","4,392.20","209.81M","0.65%"
"Jul 30, 2012","4,395.56","4,340.20","4,409.90","4,340.20","154.28M","1.27%"
"Jul 27, 2012","4,340.24","4,274.50","4,343.80","4,274.50","184.46M","1.54%"
"Jul 26, 2012","4,274.52","4,249.10","4,282.40","4,245.30","160.68M","0.60%"
"Jul 25, 2012","4,249.13","4,263.50","4,263.50","4,211.50","155.19M","-0.34%"
"Jul 24, 2012","4,263.49","4,266.90","4,275.20","4,241.80","133.15M","-0.08%"
"Jul 23, 2012","4,266.86","4,315.00","4,315.00","4,263.90","135.90M","-1.12%"
