"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 21, 2018","31,880.10","31,834.80","32,103.60","31,825.10","66.51M","0.14%"
"Sep 20, 2018","31,834.80","31,401.10","31,989.70","31,219.10","44.59M","1.38%"
"Sep 19, 2018","31,401.10","31,666.90","31,671.60","31,302.40","37.83M","-0.84%"
"Sep 18, 2018","31,666.90","32,018.90","32,018.90","31,587.60","30.19M","-1.10%"
"Sep 17, 2018","32,018.90","32,307.70","32,308.10","31,907.60","42.66M","-0.89%"
"Sep 14, 2018","32,307.70","31,770.60","32,397.80","31,770.60","32.17M","1.69%"
"Sep 13, 2018","31,770.60","32,448.50","32,453.60","31,715.20","25.45M","-2.09%"
"Sep 12, 2018","32,448.50","32,363.00","32,640.20","32,328.00","42.54M","0.26%"
"Sep 11, 2018","32,363.00","32,464.40","32,536.70","32,138.80","38.80M","-0.31%"
"Sep 10, 2018","32,464.40","32,274.90","32,576.60","32,274.90","32.53M","0.59%"
"Sep 07, 2018","32,274.90","32,818.70","32,818.70","31,988.50","35.13M","-1.66%"
"Sep 06, 2018","32,818.70","34,134.70","34,134.70","32,803.30","43.90M","-3.86%"
"Sep 05, 2018","34,134.70","34,518.30","34,518.90","34,134.30","44.35M","-1.11%"
"Sep 04, 2018","34,518.30","34,443.60","34,663.30","34,300.20","29.88M","0.22%"
"Sep 03, 2018","34,443.60","34,184.40","34,831.70","34,184.40","26.06M","0.76%"
"Aug 31, 2018","34,184.40","34,039.30","34,426.60","34,036.90","44.23M","0.43%"
"Aug 30, 2018","34,039.30","33,766.70","34,090.00","33,766.70","29.84M","0.81%"
"Aug 29, 2018","33,766.70","33,849.50","33,849.50","33,573.50","37.95M","-0.24%"
"Aug 28, 2018","33,849.50","33,749.20","34,110.90","33,749.20","37.88M","0.30%"
"Aug 27, 2018","33,749.20","33,759.90","33,874.90","33,506.30","35.96M","-0.03%"
"Aug 24, 2018","33,759.90","33,067.40","33,966.00","33,018.60","84.15M","2.09%"
"Aug 23, 2018","33,067.40","32,849.40","33,164.40","32,824.50","38.01M","0.66%"
"Aug 22, 2018","32,849.40","33,105.90","33,106.50","32,836.70","35.75M","-0.77%"
"Aug 21, 2018","33,105.90","32,968.30","33,120.20","32,663.10","29.43M","0.42%"
"Aug 20, 2018","32,968.30","32,687.80","32,968.90","32,508.80","23.36M","0.72%"
"Aug 17, 2018","32,731.40","32,902.30","32,994.00","32,663.70","26.49M","-0.52%"
